denied,debt_income_ratio,black,self_employed,score_consumer,score_mortgage,insurance_denied,loan_price_ratio
0,36,0,0,2,1,0,.75675678
1,41,0,0,5,1,0,.80000001
0,33,0,0,1,1,0,.40000001
0,38,0,1,1,2,0,.80000001
0,32,0,0,1,2,0,.75
1,32,0,1,6,2,0,.90285712
0,36.5,0,0,2,2,0,.80000001
0,28,0,0,2,1,0,.68275863
0,35,0,0,2,1,0,.51948053
0,23.1,0,0,1,1,0,.17910448
0,31,0,0,1,2,0,.54128438
0,11.4,0,0,1,1,0,.54495913
0,30,0,0,2,1,0,.49163181
0,28.700001,0,1,1,2,0,.729927
0,43,0,0,1,2,0,.89108908
0,35,0,0,1,2,0,.89999998
0,33,0,0,1,2,0,1
0,42,0,0,2,2,0,1
0,50,0,0,1,2,0,1
0,40,0,0,1,1,0,1
0,38,0,0,2,2,0,.75
0,33,0,0,1,2,0,.80141842
0,22,0,0,1,2,0,.90151513
0,38,0,0,2,1,0,1
0,38,0,0,1,2,0,.59183675
0,38,0,0,1,1,0,.58823532
0,38,0,0,5,4,0,.78918916
0,38,0,0,1,2,0,.80000001
0,38,0,1,2,1,0,1
1,38,0,0,3,1,0,1
0,38,1,0,3,2,0,.75999999
0,38,0,0,2,1,0,.77333331
0,23,0,0,1,2,0,.000050000031
0,26,0,0,1,2,0,.4074074
0,15,0,0,1,2,0,.69767439
0,17,0,0,1,1,0,.00011500008
0,28,0,0,1,1,0,.0001590001
1,30,0,0,1,2,0,.80000001
0,30,0,0,1,1,0,.64285713
0,17,0,0,1,1,0,.79365081
0,38,0,0,1,2,0,.45791245
1,37,0,0,6,2,0,.81967211
0,35,0,0,1,2,0,.86046511
0,57.700001,0,0,1,1,0,.80000001
0,37,0,0,1,1,0,.89999998
0,36.700001,0,1,6,1,0,.80000001
0,48.700001,0,0,1,1,0,.75757575
0,39.900002,0,0,1,1,0,.36153847
0,36.200001,0,0,1,2,0,.90135396
0,42,0,0,1,1,0,.75068492
0,43.099998,0,0,1,2,0,.67193675
0,36,0,0,1,1,0,.49142858
0,37,0,0,5,2,0,.9285714
0,34,0,0,1,2,0,.80000001
0,30,0,0,1,2,0,.92356688
0,38,0,0,3,1,0,.5714286
0,38,0,0,5,2,0,.75
0,32,0,0,5,2,0,.89552242
0,25,0,0,1,2,0,.74074072
0,27,1,0,1,2,0,.75155282
0,40,0,0,6,2,0,.57894737
0,36,0,0,5,2,0,.79850745
0,32,0,0,5,2,0,.953125
0,38,0,0,1,2,0,.74814814
0,27,0,0,6,2,0,.89999998
0,30,0,0,2,1,0,.60077518
0,33,0,0,1,2,0,.79746836
0,28,0,0,1,2,0,.80000001
0,29,0,0,5,2,0,.89999998
0,32,0,0,1,1,0,.5
0,31,1,0,5,2,0,.80000001
0,39,0,0,1,1,0,.74683547
0,32.040001,0,1,5,2,0,.75102043
0,36.689999,0,1,2,2,0,.70802921
0,40.990002,0,1,1,2,0,.75333333
0,26,0,0,6,2,0,.95454544
0,39,1,0,1,2,0,.79838711
0,10.62,1,0,2,2,0,.61538464
0,32,0,0,2,2,0,.80314958
0,36,0,0,1,1,0,.5
0,38,1,0,6,2,0,.89999998
0,28,0,1,5,2,0,.80000001
0,38,0,0,5,2,0,.80000001
1,31,0,1,5,2,0,.71923077
0,35,0,0,1,2,0,.90909094
0,16,0,1,4,3,0,.48076922
0,33,0,0,1,2,0,.67123288
1,39,0,0,6,2,0,.89622641
0,26,0,0,1,1,0,.51739132
0,36,0,0,2,2,0,.75
0,34,0,0,1,2,0,.77973568
0,36,0,0,1,1,0,.67812145
0,33,0,0,1,2,0,.70007783
0,36,0,0,3,1,0,1.3468547
0,37,0,0,1,2,0,.7386505
0,22,0,0,1,2,0,.79944384
0,34,0,0,2,1,0,.80000001
0,34,0,0,1,1,0,.72639227
0,40,0,0,5,2,0,.920708
0,10,0,1,1,1,0,.51232874
0,40,0,0,1,2,0,.92158031
0,28,0,0,1,1,0,.52830189
0,36,0,0,1,2,0,.92372882
0,39,1,0,1,2,0,.94999999
0,22,0,0,3,1,0,.69856459
0,36,0,0,1,2,0,.90491802
0,34,0,0,1,1,0,.91672051
0,32,0,0,1,2,0,.80000001
0,39,0,0,2,1,0,.80000001
1,31,0,0,1,2,0,.30303031
0,37,0,0,1,1,0,.80000001
0,42,0,0,1,1,0,.92428195
0,27,1,0,6,2,0,.87272727
0,37,0,0,1,1,0,.94999999
0,32,0,0,1,2,0,.8019802
0,29,1,1,1,2,0,.90270269
0,37,0,0,2,2,0,.89999998
0,36,0,0,6,2,0,.62831861
0,36,0,0,1,1,0,.78545457
0,33,0,0,6,2,0,.91364205
1,29,0,1,1,1,0,.68877554
1,26,0,0,4,2,0,.70414203
0,29,1,0,2,2,0,.92198581
0,32,0,0,1,1,0,.54666668
0,21,0,0,1,1,0,.63583815
0,32,0,0,1,1,0,.77611941
0,29,0,0,1,1,0,.75980395
0,36,0,0,1,2,0,.89808917
0,36,0,0,1,1,0,.79888266
0,22,0,0,1,2,0,.69426751
0,25,0,0,1,1,0,.71830988
0,35,0,0,1,2,0,.80000001
0,26,0,0,2,2,0,.80000001
0,33,0,1,2,2,0,.7056604
0,31,0,0,5,2,0,.9520548
0,34,0,0,2,1,0,.54054052
0,30,0,0,5,1,0,.48104957
0,33,0,0,1,1,0,.55102038
0,39,0,0,1,1,0,.89999998
0,36,0,0,5,2,0,.94736844
0,28,0,0,1,1,0,.75
0,26,0,0,1,2,0,.8974359
0,35,1,0,1,2,0,.92086333
0,29,0,0,5,2,0,.68354428
0,34,0,0,2,2,0,.79545456
0,30,0,0,5,2,0,.80000001
0,25,0,0,2,2,0,.28
0,28,0,0,1,1,0,.7758621
0,36,0,0,2,2,0,.94949496
0,35,0,0,2,2,0,.89915967
0,31,0,0,1,1,0,.75897437
0,26,0,0,3,1,0,.66666669
0,27,0,0,1,2,0,.95098037
0,32,1,0,1,1,0,.65656567
0,31,0,0,2,2,0,.76923078
0,38,0,0,1,1,0,.88690478
0,27,0,0,1,2,0,.79754603
0,27,0,0,3,2,0,.90070921
0,23,0,1,2,1,0,.89887643
0,33,0,0,1,1,0,.89999998
0,30,0,0,1,2,0,.80000001
0,37,0,0,1,2,0,.68965518
0,35,0,0,1,2,0,.89999998
0,30,0,0,1,2,0,.79545456
1,69,0,0,1,3,0,.60747665
0,24,0,1,1,2,0,.52870089
0,25,0,0,1,2,0,.77272725
0,27,0,0,1,2,0,.7473684
0,29,0,0,1,2,0,.79699248
0,34,0,0,1,2,0,.89999998
0,33,0,0,1,2,0,.80213904
0,50,0,0,1,2,0,.80152673
0,42,0,0,1,2,0,.95454544
0,32,0,0,1,2,0,.95575219
0,44,0,0,1,1,0,.46153846
0,38,1,0,1,1,0,.60526317
0,34,0,0,2,2,0,.70520234
0,30,1,0,1,2,0,.80132449
0,39,1,0,6,2,0,.80208331
0,28,0,1,2,2,0,.80000001
0,32,0,0,1,2,0,.90476191
0,41,0,0,2,2,0,.80000001
0,47,0,0,2,2,0,.94936711
0,35,1,0,6,2,0,.8369565
0,32,0,0,6,2,0,.74800003
0,29,0,0,1,2,0,.63636363
0,32,1,0,1,2,0,.80208331
0,25,0,0,1,2,0,.80165291
0,34,0,1,1,1,0,.80000001
0,36,0,0,2,2,0,.75999999
0,33,0,0,6,2,0,.80434781
0,25,1,0,1,2,0,.80000001
0,25,0,0,1,2,0,.61240309
0,27,0,0,5,2,0,.80141842
0,25,0,0,5,2,0,.78947371
0,23,0,1,1,2,0,.80000001
0,19,0,0,1,2,0,.625
0,25,0,1,1,3,0,.80000001
0,26,0,0,1,2,0,.75
0,18,0,0,1,1,0,.89600003
0,34,0,0,1,1,0,.89999998
0,36,0,0,1,2,0,.80419582
0,26,0,0,2,2,0,.90566039
0,38,0,0,1,2,0,.53703701
0,40,0,0,1,1,0,.72727275
0,30,0,0,1,2,0,.84615386
0,22,0,1,1,1,0,.80000001
0,19,0,0,2,1,0,.80291969
0,39,0,0,4,2,0,.9055118
0,27,0,0,1,2,0,.23529412
0,36,0,0,1,2,0,.89999998
0,27,0,0,1,1,0,.80281693
0,33,0,0,1,2,0,.95789474
0,32,1,0,4,2,0,.75
0,40,0,0,1,1,0,.70059878
0,36,0,0,1,1,0,.60869563
0,31,0,0,1,1,0,.69776118
0,10,0,0,1,2,0,.71428573
0,27,0,0,3,1,0,.7368421
0,27,0,0,1,1,0,.74698794
0,37,0,0,1,2,0,.75652176
0,39,0,0,2,2,0,.95348835
0,32,0,1,1,1,0,.65306121
0,38,0,0,1,1,0,.80124223
0,37,0,0,1,1,0,.719697
0,34,0,0,1,2,0,.80000001
0,39,0,0,1,1,0,.76734692
0,31,0,0,1,2,0,.75652176
0,35,0,0,1,2,0,.86554623
0,30,0,0,3,2,0,.67901236
0,27,0,0,1,2,0,.90361446
0,25,1,0,1,2,0,.79041916
0,37,0,0,2,1,0,.90625
0,34,0,1,1,1,0,.52631581
0,36,0,0,2,2,0,.94791669
0,33,1,0,6,2,0,.96153843
0,38,1,0,2,2,0,.90370369
0,31,1,0,1,2,0,.79487181
0,30,0,0,5,2,0,.76146787
0,28,0,1,1,2,0,.62068963
0,31,1,1,2,1,0,.80128205
0,31,0,0,1,2,0,.8888889
0,38,1,0,5,2,0,.96341461
0,34,0,0,5,2,0,.8888889
0,27,0,0,1,2,0,.5109489
0,28,1,0,1,2,0,.79347825
0,24,0,1,1,2,0,.11013216
0,28,0,0,6,2,0,.80000001
0,31,0,0,5,2,0,.796875
0,21,0,0,2,2,0,.14545454
0,34,0,1,1,2,0,.69473684
0,20,0,0,1,2,0,.66666669
0,32,1,0,3,1,0,.71962619
0,40,0,0,1,2,0,.86428571
0,28,0,0,4,2,0,.80487806
0,31,0,0,1,2,0,.95789474
0,31,0,0,1,2,0,.49504951
0,35,0,0,2,2,0,.65384614
0,37,0,0,1,2,0,.902834
0,32,0,1,1,2,0,.75141245
0,34,0,0,1,1,0,.80000001
0,34,1,0,1,1,0,.75076926
0,33,0,0,6,2,0,.75384617
0,22,1,0,2,2,0,.95384616
0,37,0,0,1,2,0,.95999998
0,49,0,0,1,2,0,.80000001
0,36,1,0,1,2,0,.75199997
0,36,0,0,2,2,0,.95999998
0,34,0,0,1,2,0,.28037384
0,33,1,0,1,2,0,.96551722
0,28,1,0,1,2,0,.94999999
0,33,0,0,2,2,0,.75384617
0,33,0,0,6,2,0,.75221241
0,36,0,0,1,2,0,.94999999
0,35,0,0,1,2,0,.79069769
0,37,1,0,4,2,0,.96363634
0,32,0,0,1,1,0,.75199997
0,29,0,0,1,2,0,.80303031
0,27,0,0,1,2,0,.80794704
0,39,0,0,1,2,0,.80232561
0,42,1,0,1,2,0,.95555556
0,31,0,0,1,2,0,.80701756
0,35,1,0,1,2,0,.96629214
0,29,1,0,4,2,0,.94736844
0,29,0,0,1,2,0,.66666669
0,28,0,0,2,2,0,.74900401
0,33,0,0,1,2,0,.8067227
0,43,0,0,1,2,0,.95726496
0,31,0,0,1,2,0,.90476191
0,26,0,0,6,1,0,.55555558
0,34,1,0,2,2,0,.94999999
0,49,0,0,5,1,0,.56291389
0,30,0,0,5,2,0,.64705884
0,33,0,0,1,2,0,.65789473
0,31,0,0,4,2,0,.57894737
0,45,1,0,1,2,0,.94999999
0,23,1,0,4,2,0,.96202534
0,11,0,1,1,2,0,.79069769
0,37,0,0,1,2,0,.70731705
0,24,0,1,5,2,0,.80000001
0,19,0,0,1,2,0,.48882681
0,26,0,0,1,1,0,.79699248
0,33,0,0,2,1,0,.54545456
0,27,0,0,1,1,0,.37931034
0,28,0,1,1,1,0,.60377359
0,37,0,0,2,2,0,.70212764
0,28,0,1,6,1,0,.46666667
0,42,0,0,1,2,0,.80530971
0,39,0,0,1,1,0,.79934746
0,26,0,0,1,1,0,.67058825
0,33,0,0,1,1,0,.80000001
0,36,0,0,2,2,0,.902439
0,33,0,0,1,2,0,.77777779
0,47,0,1,1,2,0,.75
0,57,0,1,1,1,0,.80000001
0,36,0,0,5,2,0,.79738563
0,35,1,0,6,2,0,.96202534
0,20,0,1,1,2,0,.61842108
0,11,0,1,1,1,0,.60606062
0,37,0,0,5,2,0,.88571429
0,16,0,0,1,2,0,.80000001
0,30,1,0,1,2,0,.94999999
0,35,0,1,1,2,0,.69999999
0,32,1,0,6,2,0,.9512195
0,33,0,0,5,2,0,.743083
0,13,0,0,2,2,0,.703125
0,31,1,0,6,2,0,.88484848
0,27,0,0,1,2,0,.85294116
0,56,0,1,1,1,0,.80000001
0,31,1,0,1,2,0,.9518072
0,31,0,0,1,1,0,.69999999
0,34,1,0,1,2,0,.89999998
0,28,1,0,2,2,0,.9512195
0,37,0,0,1,2,0,.80000001
0,31,1,0,5,2,0,.75
0,32,0,0,4,2,0,.7368421
0,33,0,0,4,2,0,.90476191
0,25,0,0,1,2,0,.8046875
0,47,0,0,1,2,0,.79954439
0,26,0,0,1,2,0,.90178573
0,32,0,0,1,2,0,.80000001
0,39,0,0,1,2,0,.90370369
0,32,1,0,1,2,0,.95789474
0,25,0,0,5,1,0,.31007752
0,11,0,0,1,2,0,.2857143
0,27,0,0,1,2,0,.80281693
0,31,0,0,1,2,0,3.3214285
0,36,0,0,1,2,0,.87012988
0,24,0,0,3,2,0,.75999999
0,36,0,0,2,2,0,.80000001
0,39,0,0,1,1,0,.75135136
0,35,0,0,2,2,0,.9285714
0,33,1,0,1,2,0,.95999998
0,34,0,0,1,2,0,.73913044
0,51,0,0,2,1,0,.80000001
0,30,0,0,1,2,0,.80000001
0,24,0,0,1,2,0,.74869108
0,30,1,0,1,2,0,.95789474
0,35,0,0,1,1,0,.796875
0,23,0,0,1,2,0,.8101266
0,23,0,0,1,2,0,.76363635
0,36,0,0,1,2,0,.80000001
0,28,0,0,1,2,0,.6837607
0,33,0,0,6,1,0,.8019802
0,31,0,0,6,2,0,.95505619
0,4,0,0,2,1,0,.48913044
0,35,0,0,1,1,0,.60000002
0,22,0,1,2,1,0,.70454544
0,26,0,0,4,2,0,.55555558
0,29,0,1,2,3,0,.80000001
0,31,0,0,1,2,0,.68152869
0,32,0,0,3,1,0,.78827363
0,38,0,0,4,3,0,.80681819
0,34,0,0,2,1,0,.90134531
0,34,0,0,1,1,0,.68363637
0,29,0,0,1,1,0,.47482014
0,31,0,0,1,2,0,.85655737
0,22,0,0,2,1,0,.74468082
0,34,0,0,1,2,0,.67039108
0,31,0,0,1,1,0,.75
0,31,0,0,2,1,0,.66666669
0,23,0,0,1,2,0,.54347825
1,47,0,1,1,1,1,.90188682
1,42,0,0,2,2,0,.90441179
1,39,1,0,4,2,0,.94845361
1,42,0,0,1,2,1,.91358024
1,39,1,0,1,2,0,.76543212
1,33,0,0,1,1,0,.84615386
1,28,0,1,3,1,0,.69536424
1,52,0,0,1,2,0,.80281693
1,7,0,0,1,2,0,.77981651
1,44,1,0,2,2,0,.90434784
1,36,0,0,2,2,0,.88541669
1,42,0,0,2,2,1,.80597013
1,44,1,0,3,2,0,.80555558
1,46,0,1,5,2,0,.80000001
1,47,1,0,5,2,0,.95419848
1,38,1,0,6,2,0,.89999998
1,48,0,0,1,2,0,.88333333
1,28,0,0,1,2,0,.95789474
1,37,1,0,5,2,0,.80208331
1,35,1,0,5,2,1,.94999999
1,40,1,0,2,2,0,.95588237
1,36,0,1,2,2,0,.80536914
1,34,1,0,4,2,0,.80000001
1,45,1,0,6,2,0,.90909094
1,40,0,1,2,2,0,.92485547
1,38,1,0,1,2,0,.80000001
1,18,1,0,6,4,0,.80000001
1,38,0,0,6,1,0,.8952381
1,37,0,0,1,1,0,.89999998
1,16,0,1,5,2,0,.90306121
1,37,0,0,2,2,1,.94999999
1,20,0,0,6,2,0,.68702292
1,32,0,0,1,2,1,.9518072
0,32,0,0,2,2,0,.80104715
0,36,0,0,2,2,0,.92810458
0,34,0,0,1,2,0,.8699187
0,34,0,0,1,2,0,.95151514
0,36,0,0,1,1,0,.63414633
0,19,0,1,1,2,0,.64539009
0,34,0,0,1,2,0,.89610392
0,23,0,0,1,2,0,.72727275
0,14,0,0,1,1,0,.56382978
0,35,0,0,2,2,0,.80000001
1,33,0,0,2,2,1,.89895469
0,18,0,0,1,2,0,.69620252
0,26,0,0,1,2,0,1
1,34,0,0,5,2,0,.89090908
0,26,0,0,1,2,0,.5859375
0,26,0,0,1,2,0,.79844964
0,22,0,0,1,1,0,.64766842
0,29,0,0,1,1,0,.58823532
0,29,0,0,1,2,0,.73333335
0,28,0,1,1,2,0,.80341882
0,25,0,1,1,2,0,.80000001
0,31,0,0,1,2,0,1
0,36,0,0,1,2,0,.84042555
0,24,0,0,1,2,0,.89837396
0,34,0,1,1,2,0,.79781419
0,37,0,0,3,1,0,.79768789
1,34,0,0,5,2,1,.86500001
0,28,0,0,2,1,0,.79761904
0,36,0,0,1,2,0,.80158728
0,36,0,0,5,2,0,.92465752
0,35,0,0,3,2,0,.89759034
0,24,0,0,1,2,0,.46708465
0,38,0,1,2,1,0,.80000001
0,35,0,0,4,2,0,.75829387
0,40,0,0,2,2,0,.79816514
0,40,0,0,2,2,0,.884058
0,36,0,0,5,2,0,.80000001
0,38,0,0,1,1,0,.89903843
0,40,1,0,6,2,0,.89820361
1,44,0,0,6,1,0,.89999998
0,41,1,0,6,2,0,.91724139
1,37,1,0,5,2,0,.80000001
1,33,1,0,5,2,0,.8125
1,39,0,1,4,2,0,.79807693
0,32,0,0,3,2,0,.89999998
1,38,1,0,6,2,0,.80000001
0,21,0,1,2,3,0,.78947371
1,44,0,0,1,2,0,.75
1,19,0,1,1,1,0,.82901555
0,39,0,0,1,2,0,.89999998
0,40,1,0,1,2,0,.90399998
0,44,0,0,1,1,0,.83673471
1,34,1,0,5,2,0,.87969923
0,36,1,0,1,2,0,.80000001
0,27,0,0,1,1,0,.7352941
0,39,0,0,3,2,0,.80000001
0,36,0,0,1,2,0,.89729732
0,37,0,0,2,2,0,.80000001
0,36,1,0,4,2,0,.80132449
0,43,0,0,5,1,0,.51807231
1,39,1,0,1,2,0,.80000001
0,33,0,0,1,2,0,.89999998
0,43,1,0,2,1,0,.89999998
0,34,0,0,2,1,0,.80000001
0,20,1,0,1,2,0,.902439
0,28,0,0,1,2,0,.89999998
1,42,0,0,5,2,0,.89516127
0,39,0,0,1,2,0,.89999998
1,74,1,0,6,2,0,.80000001
0,27,0,0,1,1,0,.56410259
0,24,0,0,5,2,0,.89999998
0,37,0,0,1,1,0,.68269229
1,43,0,0,6,3,0,.75151515
0,34,1,0,6,1,0,.8611111
1,58,1,0,1,2,0,.90222222
0,40,0,0,1,2,0,.80285716
0,42,1,0,6,2,0,.89542484
0,42,1,0,6,2,0,.89542484
1,37,0,1,1,2,0,.79914528
0,39,0,0,1,2,0,.90070921
0,39,0,0,1,2,0,.8974359
0,28,0,0,1,1,0,.89830506
0,34,0,0,1,2,0,.8018868
1,25,0,0,4,2,0,.8974359
0,35,0,1,2,1,0,.80000001
0,33,0,1,5,1,0,.80000001
1,37,0,1,5,2,0,.86842108
1,26,0,0,1,2,0,.89999998
0,24,0,0,1,2,0,.89999998
1,142,0,1,1,1,0,.75454545
1,142,0,1,1,1,0,.75454545
0,39,0,0,1,2,0,.89932889
0,42,0,0,2,2,0,.79838711
1,41,0,0,1,2,0,.89726025
0,37,0,0,2,2,0,.89940828
0,26,0,0,2,2,0,.89510489
1,37,0,0,6,1,0,.7962963
1,43,1,1,4,2,0,.89873415
1,40,0,0,6,2,0,.79411763
0,47,0,0,5,2,0,.75
0,36,0,0,5,2,0,.75
0,34,0,1,1,2,0,.80000001
0,29,1,0,4,2,0,.89999998
0,39,0,0,1,2,0,.89922482
0,31,1,0,5,1,0,.90140843
0,40,0,0,1,2,0,.90399998
0,39,0,0,1,2,0,.89864862
1,41,0,0,5,1,0,.7647059
0,38,0,0,1,2,0,.74757284
0,33,0,0,5,2,0,.69999999
1,39,1,0,5,2,0,.89999998
0,29,0,0,2,2,0,.65333331
0,36,0,0,1,1,0,.64601767
0,36,0,0,5,3,0,.89823008
0,47,0,0,5,1,0,.72580647
0,34,0,0,1,2,0,.80000001
0,36,0,0,1,1,0,.79881656
0,34,0,0,1,2,0,.80000001
1,38,0,0,3,2,0,.89820361
0,38,0,0,6,1,0,.79754603
0,40,0,0,1,2,0,.9222222
1,47,0,0,3,3,0,.80000001
0,35,1,0,1,2,0,.89655173
0,41,0,0,1,2,0,.902439
0,38,1,0,1,2,0,.78651685
0,38,1,0,1,2,0,.80136985
1,29,0,0,1,2,0,.89999998
0,36,0,0,6,4,0,.77011496
0,39,0,0,1,2,0,.89285713
0,41,0,0,1,2,0,.89999998
1,63,0,0,5,2,0,.88709676
0,26,0,0,1,2,0,.89473683
0,28,0,0,6,2,0,.9009009
0,31,1,0,1,2,0,.82352942
0,23,0,0,1,2,0,.89361703
0,42,0,0,1,2,0,.89820361
1,29,1,0,4,2,0,.80000001
0,32,0,0,1,1,0,.80000001
0,35,0,0,2,1,0,.89285713
0,43,0,0,2,1,0,.79292929
0,41,0,0,5,2,0,.90285712
0,37,0,0,1,2,0,.75
0,39,0,1,1,1,0,.80038023
1,46,0,0,5,2,0,.89999998
0,38,0,0,1,2,0,.9029851
0,33,0,0,1,2,0,.5
0,34,0,0,2,3,0,.65727699
1,27,0,0,1,2,0,.80000001
0,36,0,1,5,1,0,.80000001
0,37,0,0,1,2,0,.79695433
0,25,0,0,1,2,0,.72549021
0,35,0,0,1,1,0,.76288658
0,26,0,0,1,2,0,.51724136
0,34,0,0,1,1,0,.94814813
0,33.099998,0,0,3,2,0,.89622641
0,37.5,0,0,1,1,0,.92436975
0,23.43,0,0,1,2,0,.77889448
0,39.200001,0,0,1,2,0,.89999998
0,34.849998,0,0,1,2,0,.49863014
0,26.1,0,0,2,1,0,.52857143
1,32.200001,0,0,6,2,0,.95294118
0,21.700001,0,0,1,2,0,.75301206
0,12.6,0,0,1,1,0,.27272728
0,31.299999,0,0,3,1,0,.74000001
0,32.400002,0,0,1,1,0,.88732392
0,38.099998,1,0,1,1,0,.90322578
0,35,0,0,1,2,0,.80000001
0,9.8999996,0,0,2,1,0,.65614033
0,21.9,0,0,1,2,0,.80487806
0,38.599998,0,0,1,1,1,.8017621
0,36.200001,0,0,2,3,0,.90229887
0,29.700001,0,0,2,1,0,.69776118
0,39.900002,0,0,1,3,0,.45652175
0,28.700001,0,0,1,2,0,.94904459
0,35.599998,0,0,2,2,0,.7962963
0,34.700001,0,0,1,2,0,.70043778
0,30.5,0,0,2,2,0,.95454544
0,29.6,0,0,1,1,0,.54202896
0,37.299999,0,0,1,2,0,.80000001
0,23.6,0,0,1,1,0,.79574466
0,33.400002,0,0,3,1,0,.89887643
0,31.1,0,0,2,1,0,.80000001
0,14.3,0,0,1,1,0,.087719299
0,29.299999,0,0,1,1,0,.80000001
0,19.299999,0,0,1,2,0,.55855858
0,35.48,0,0,6,2,0,.68965518
0,34.099998,0,0,1,2,0,.89984345
0,37.099998,0,0,1,2,0,.89965397
0,34,0,1,3,2,0,.89935756
0,32.880001,1,0,1,2,0,.90322578
0,35.200001,0,0,1,2,0,.80000001
0,31.51,0,0,1,2,0,.62068963
0,34.959999,0,0,1,2,0,.80088496
0,34.5,0,0,2,2,0,.90350878
0,30.1,0,0,6,2,0,.89999998
0,33.700001,0,0,1,2,0,.95348835
0,31.1,0,0,1,2,0,.80291969
0,37.77,0,0,6,2,0,.80080748
0,32.099998,0,0,5,2,0,.80000001
0,35.810001,0,0,2,2,0,.90277779
0,32.700001,0,0,2,1,0,.74853802
0,36.400002,0,0,1,1,0,.89949751
0,31.49,0,0,6,2,0,.80246913
1,44.200001,0,0,6,1,0,.89808917
0,35.799999,0,0,5,2,0,.90399998
0,32.400002,0,0,5,1,0,.71462601
0,38.400002,0,0,1,2,0,.91935486
0,38.700001,0,0,3,2,0,.69204152
0,36.139999,0,0,1,2,0,.6928407
0,33.599998,0,0,1,2,0,.80000001
0,34.720001,0,0,2,1,0,.75999999
0,22,0,1,1,2,0,.8007279
0,31.719999,0,0,1,1,0,.50561798
1,51.799999,1,0,1,2,1,.80000001
0,30.879999,0,0,1,2,0,.89999998
0,32.950001,0,0,6,1,0,.46808511
0,32.799999,0,1,1,2,0,.90047395
0,36,0,0,5,1,0,.64864862
0,31.4,0,0,6,2,0,.95333332
0,38.799999,0,0,1,1,0,.80733943
0,37.099998,0,0,2,2,0,.90209788
0,34.5,0,0,1,2,0,.90140843
0,37,0,0,1,2,0,.75
0,32.290001,0,0,1,2,0,.89999998
1,36.700001,1,0,6,3,0,.67058825
0,29.799999,0,0,5,2,0,.89999998
0,36.599998,0,0,5,1,0,.79787236
0,28.9,0,0,1,1,0,.80190933
0,37.099998,0,1,3,1,0,.80000001
0,32,0,0,4,2,0,.94856381
0,30.9,0,0,1,2,0,.87096775
0,35.400002,0,0,6,1,0,.84864867
0,38.900002,0,0,5,1,0,.94890511
0,30.799999,0,0,6,2,0,.8041237
0,35.599998,0,0,6,1,0,.57297295
0,31.700001,0,0,3,1,0,.60799998
0,28.200001,0,0,5,1,0,.5
0,29.6,0,0,1,2,0,.90169489
0,36.799999,0,0,1,2,0,.89779001
0,36,0,0,1,2,0,.89898992
0,29.5,0,0,1,2,0,.75294119
0,29.559999,0,0,4,3,0,.5925926
0,36.099998,0,0,1,2,0,.7478261
0,27.9,0,0,5,2,0,.7361111
0,29.299999,1,0,1,2,0,.80000001
0,37.259998,0,0,5,2,0,.75
0,27.75,0,0,4,2,0,.80000001
0,37.310001,0,0,6,2,0,.95319152
1,18.4,1,0,2,2,0,.89912283
0,32.060001,0,0,1,1,0,.8865248
0,36.5,0,0,1,2,0,.80303031
0,37,0,0,3,1,0,.798419
0,31.9,0,0,6,1,0,.65587044
0,30.65,0,0,1,2,0,1.0030091
0,33.599998,0,0,6,2,0,.80063623
0,36.400002,0,0,5,2,0,.95238096
0,30.200001,0,0,5,2,0,.89999998
0,35.27,0,0,6,2,0,.89795917
0,41.470001,0,0,5,2,0,.95067263
0,15.6,0,0,1,1,0,.49808428
0,27.9,0,0,1,2,0,.94782609
0,39.599998,0,0,1,1,0,.8611111
0,37.669998,0,0,1,2,0,.80327868
0,34.099998,0,0,1,2,0,.902439
0,15.53,0,0,2,2,0,.5945946
0,36.599998,0,0,6,2,0,.89932889
0,37,0,0,1,1,0,.89567965
0,35.700001,0,0,1,2,0,.75308645
0,27.799999,0,0,1,1,0,.60000002
1,33.830002,0,0,6,4,1,.92000002
0,29.9,0,0,1,1,0,.48913044
0,31.1,0,0,1,2,0,.89999998
1,38.5,0,0,5,2,0,.90399998
0,35.900002,1,0,1,2,0,.59071732
0,32.5,0,0,5,2,0,.77083331
0,34.700001,0,0,1,2,0,.90070921
0,32.400002,0,0,1,2,0,.36875001
0,29.700001,0,0,2,2,0,.90140843
0,17.51,0,0,6,2,0,.75309819
0,36.869999,0,0,2,2,0,.80000001
0,32.380001,0,0,1,1,0,.80000001
0,31.059999,0,0,1,1,0,.90344828
0,35.540001,0,0,1,2,0,.95057034
0,31.1,0,0,1,2,0,.80327868
0,36.400002,0,0,1,2,0,.80000001
0,33.799999,0,0,1,2,0,.9054054
0,33.650002,0,0,3,2,0,.89830506
0,22.5,0,0,2,1,0,.85714287
0,32.400002,0,0,1,2,0,.76923078
0,32.369999,0,0,1,2,0,.89795917
0,25,1,0,2,1,0,.8019802
1,36,0,0,1,2,0,.75454545
1,35,0,1,2,1,0,.75
0,35,1,0,1,1,0,.42918456
0,35,0,0,1,2,0,.80000001
0,33.389,0,0,1,1,0,.60000002
0,30.08,0,0,1,2,0,.87719297
1,30.299999,0,0,3,2,0,.67796612
0,34.580002,0,0,2,1,0,.80000001
1,39.799999,0,0,2,1,0,.71604937
1,16.93,0,0,1,1,0,.80000001
0,34.080002,0,0,1,1,0,.88307691
